0,339
1,367
2,381
3,397
4,406
5,431
6,384
7,349
8,338
9,344
10,352
11,353
12,350
13,353
14,352
15,346
16,344
17,348
18,358
19,336
20,605
21,271
22,331
23,334
24,355
25,366
26,309
27,322
28,319
29,332
30,336
31,330
32,340
33,345
34,359
35,348
36,345
37,379
38,331
39,364
40,365
41,388
42,406
43,422
44,387
45,351
46,361
47,363
48,404
49,422
50,427
51,428
52,436
53,429
54,423
55,419
56,390
57,421
58,353
59,358
60,379
61,370
62,385
63,405
64,311
65,307
66,307
67,313
68,315
69,308
70,310
71,308
72,311
73,321
74,316
75,324
76,323
77,442
78,179
79,326
80,346
81,345
82,361
83,384
84,392
85,342
86,315
87,312
88,321
89,326
90,320
91,330
92,327
93,327
94,346
95,337
96,345
97,332
98,546
99,213
100,338
101,346
102,373
103,413
104,407
105,329
106,324
107,334
108,342
109,338
110,341
111,345
112,350
113,352
114,352
115,384
116,383
117,377
118,398
119,652
120,368
121,438
122,458
123,476
124,486
125,504
126,481
127,416
128,401
129,385
130,383
131,363
132,357
133,348
134,344
135,336
136,330
137,323
138,319
139,327
140,314
141,311
142,324
143,336
144,349
145,355
146,384
147,300
148,317
149,319
150,325
151,323
152,320
153,325
154,332
155,327
156,327
157,334
158,342
159,598
160,249
161,332
162,330
163,347
164,395
165,376
166,335
167,311
168,307
169,307
170,313
171,325
172,319
173,330
174,335
175,343
176,350
177,342
178,348
179,351
180,332
181,555
182,307
183,338
184,354
185,363
186,364
187,375
188,324
189,318
190,320
191,325
192,333
193,336
194,339
195,336
196,345
197,335
198,346
199,357
200,336
201,336
202,253
203,339
204,356
205,367
206,369
207,399
208,392
209,328
210,316
211,317
212,325
213,324
214,323
215,327
216,341
217,333
218,344
219,362
220,324
221,324
222,343
223,346
224,362
225,378
226,390
227,412
228,327
229,319
230,313
231,320
232,333
233,325
234,336
235,331
236,331
237,340
238,341
239,354
240,342
241,338
242,390
243,265
244,352
245,375
246,393
247,409
248,356
249,317
250,319
251,323
252,322
253,318
254,329
255,336
256,337
257,336
258,346
259,340
260,485
261,317
262,348
263,351
264,375
265,379
266,399
267,324
268,313
269,321
270,333
271,318
272,333
273,328
274,332
275,342
276,337
277,345
278,346
279,347
280,343
281,353
282,504
283,192
284,349
285,363
286,387
287,409
288,407
289,361
290,321
291,342
292,346
293,351
294,351
295,345
296,343
297,346
298,360
299,347
300,341
301,446
302,200
303,335
304,358
305,352
306,382
307,397
308,322
309,323
310,331
311,339
312,332
313,338
314,335
315,343
316,354
317,339
318,349
319,342
320,347
321,334
322,320
323,577
324,317
325,333
326,314
327,276
328,262
329,268
330,274
331,295
332,292
333,306
334,309
335,324
336,336
337,346
338,342
339,336
340,600
341,256
342,341
343,365
344,381
345,425
346,416
347,364
348,344
349,336
350,334
351,359
352,353
353,366
354,373
355,370
356,374
357,371
358,358
359,369
360,373
361,374
362,388
363,401
364,409
365,359
366,321
367,332
368,340
369,336
370,338
371,337
372,340
373,327
374,326
375,326
376,328
377,337
378,360
379,298
380,318
381,335
382,365
383,402
384,347
385,310
386,306
387,304
388,308
389,306
390,309
391,326
392,124
