0,332
1,301
2,330
3,560
4,297
5,359
6,354
7,386
8,310
9,303
10,336
11,288
12,328
13,294
14,355
15,317
16,312
17,367
18,304
19,308
20,342
21,314
22,374
23,358
24,363
25,380
26,299
27,333
28,294
29,341
30,316
31,309
32,353
33,302
34,286
35,323
36,323
37,317
38,373
39,349
40,369
41,371
42,297
43,299
44,300
45,313
46,346
47,314
48,336
49,315
50,304
51,304
52,288
53,318
54,326
55,300
56,351
57,314
58,418
59,151
60,306
61,330
62,299
63,356
64,355
65,384
66,316
67,329
68,347
69,304
70,345
71,309
72,351
73,312
74,324
75,366
76,301
77,338
78,588
79,246
80,328
81,342
82,386
83,351
84,381
85,354
86,301
87,347
88,319
89,302
90,343
91,298
92,350
93,340
94,309
95,234
96,307
97,372
98,366
99,369
100,410
101,329
102,306
103,305
104,354
105,311
106,321
107,355
108,313
109,334
110,557
111,218
112,368
113,332
114,387
115,388
116,328
117,353
118,324
119,320
120,332
121,340
122,303
123,350
124,329
125,325
126,354
127,300
128,282
129,347
130,333
131,334
132,397
133,345
134,341
135,333
136,310
137,338
138,291
139,310
140,330
141,287
142,293
143,117
144,296
145,334
146,299
147,356
148,369
149,346
150,293
151,327
152,281
153,319
154,315
155,284
156,308
157,357
158,327
159,182
160,316
161,322
162,377
163,346
164,371
165,305
166,345
167,292
168,321
169,325
170,293
171,352
172,324
173,305
174,327
175,302
176,344
177,314
178,383
179,377
180,374
181,340
182,362
183,369
184,358
185,331
186,387
187,344
188,362
189,327
190,367
191,626
192,253
193,372
194,346
195,357
196,407
197,369
198,358
199,355
200,321
201,316
202,347
203,294
204,294
205,356
206,310
207,286
208,611
209,299
210,325
211,292
212,359
213,348
214,329
215,332
216,268
217,309
218,265
219,314
220,301
221,277
222,325
223,280
224,313
225,320
226,214
227,271
228,339
229,304
230,334
231,379
232,320
233,333
234,326
235,298
236,328
237,283
238,318
239,318
240,336
241,305
242,162
243,277
244,321
245,342
246,316
247,341
248,312
249,329
250,281
251,331
252,318
253,294
254,304
255,336
256,338
257,288
258,238
259,284
260,356
261,326
262,346
263,397
264,340
265,339
266,323
267,308
268,306
269,340
270,290
271,324
272,336
273,297
274,361
275,303
276,644
277,215
278,319
279,347
280,312
281,385
