0,304
1,306
2,293
3,336
4,314
5,369
6,400
7,318
8,319
9,314
10,278
11,324
12,284
13,322
14,285
15,315
16,320
17,279
18,328
19,305
20,313
21,289
22,237
23,315
24,321
25,367
26,396
27,326
28,292
29,285
30,329
31,296
32,348
33,322
34,344
35,342
36,290
37,283
38,327
39,313
40,386
41,382
42,308
43,325
44,293
45,288
46,329
47,289
48,277
49,321
50,310
51,292
52,329
53,295
54,326
55,321
56,278
57,325
58,273
59,508
60,310
61,280
62,304
63,328
64,308
65,389
66,315
67,278
68,300
69,317
70,286
71,322
72,294
73,343
74,316
75,343
76,305
77,357
78,329
79,293
80,361
81,323
82,282
83,320
84,338
85,318
86,406
87,315
88,285
89,313
90,319
91,287
92,289
93,339
94,300
95,313
96,363
97,296
98,335
99,305
100,473
101,276
102,313
103,330
104,296
105,362
106,374
107,369
108,293
109,326
110,285
111,318
112,313
113,291
114,330
115,308
116,341
117,284
118,290
119,595
120,304
121,295
122,292
123,334
124,371
125,325
126,296
127,277
128,331
129,288
130,290
131,304
132,286
133,319
134,298
135,302
136,317
137,315
138,307
139,398
140,305
141,304
142,265
143,313
144,294
145,308
146,316
147,312
148,305
149,403
150,276
151,287
152,316
153,285
154,384
155,362
156,353
157,287
158,289
159,327
160,287
161,306
162,323
163,312
164,354
165,300
166,300
167,342
168,416
169,296
170,315
171,373
172,411
173,325
174,320
175,295
176,337
177,286
178,334
179,287
180,319
181,314
182,307
183,366
184,343
185,262
186,648
187,326
188,306
189,317
190,384
191,372
192,370
193,313
194,294
195,298
196,315
197,287
198,311
199,321
200,295
201,329
202,314
203,316
204,317
205,326
206,288
207,332
208,520
209,283
210,322
211,323
212,352
213,394
214,342
215,280
216,324
217,286
218,308
219,320
220,288
221,324
222,294
223,288
224,331
225,323
226,325
227,513
228,246
229,322
230,287
231,325
232,402
233,369
234,305
235,300
236,317
237,284
238,325
239,308
240,288
241,329
242,302
243,321
244,356
245,324
246,305
247,343
248,323
249,439
250,329
251,330
252,332
253,388
254,324
255,316
256,279
257,277
258,327
259,292
260,322
261,287
262,319
263,331
264,352
265,310
266,406
267,284
268,320
269,291
270,333
271,407
272,373
273,332
274,309
275,277
276,317
277,310
278,291
279,293
280,302
281,329
282,278
283,315
284,325
285,293
286,281
287,656
288,256
289,307
290,319
291,300
292,345
293,380
294,397
295,288
296,301
297,303
298,283
299,328
300,307
301,325
302,294
303,319
