0,483
1,292
2,246
3,295
4,304
5,277
6,329
7,314
8,306
9,234
10,273
11,231
12,281
13,264
14,251
15,303
16,253
17,289
18,327
19,292
20,346
21,293
22,312
23,327
24,283
25,337
26,359
27,328
28,363
29,248
30,304
31,247
32,271
33,301
34,277
35,247
36,308
37,254
38,272
39,295
40,252
41,302
42,299
43,216
44,254
45,230
46,292
47,290
48,262
49,308
50,292
51,212
52,250
53,247
54,214
55,279
56,252
57,298
58,228
59,289
60,309
61,276
62,321
63,259
64,303
65,311
66,278
67,342
68,299
69,280
70,307
71,502
72,325
73,281
74,325
75,327
76,397
77,349
78,322
79,322
80,307
81,286
82,334
83,326
84,276
85,323
86,313
87,281
88,340
89,285
90,304
91,272
92,343
93,343
94,308
95,347
96,297
97,274
98,564
99,239
100,303
101,340
102,364
103,250
104,269
105,231
106,302
107,257
108,309
109,248
110,289
111,244
112,307
113,308
114,295
115,272
116,333
117,288
118,470
119,313
120,271
121,336
122,302
123,306
124,379
125,298
126,291
127,241
128,304
129,284
130,321
131,273
132,286
133,321
134,254
135,311
136,327
137,265
138,277
139,312
140,248
141,301
142,295
143,271
144,327
145,269
146,459
147,282
148,297
149,278
150,346
151,307
152,327
153,393
154,290
155,314
156,275
157,266
158,315
159,252
160,299
161,257
162,289
163,339
164,289
165,321
166,328
167,339
168,295
169,303
170,513
171,276
172,315
173,278
174,336
175,313
176,305
177,392
178,319
179,292
180,296
181,287
182,260
183,318
184,264
185,286
186,312
187,261
188,293
189,273
190,328
191,280
192,301
193,318
194,262
195,318
196,299
197,337
198,266
199,282
200,280
201,459
202,249
203,261
204,233
205,295
206,359
207,282
208,260
209,225
210,288
211,245
212,250
213,301
214,247
215,325
216,287
217,302
218,338
219,286
220,323
221,349
222,319
223,319
224,339
225,294
226,240
227,337
228,311
229,298
230,373
231,377
232,269
233,311
234,272
235,269
236,332
237,274
238,305
239,258
240,327
241,301
242,278
243,336
244,276
245,306
246,324
247,301
248,269
249,329
250,279
251,348
252,271
253,309
254,446
255,291
256,285
257,331
258,269
259,342
260,362
261,274
262,325
263,310
264,301
265,274
266,339
267,294
268,330
269,332
270,287
271,338
272,292
273,292
274,334
275,330
276,331
277,276
278,254
279,335
280,296
281,333
282,361
283,331
284,414
285,373
286,294
287,269
288,302
289,318
290,289
291,270
292,270
293,286
294,319
295,267
296,316
297,297
298,276
299,338
300,290
301,276
302,368
303,271
304,340
305,298
306,317
307,355
308,382
309,333
310,252
311,294
312,258
313,256
314,250
315,297
316,259
317,323
318,315
319,260
320,302
321,304
322,266
323,288
324,294
325,337
326,288
327,314
328,246
329,566
330,266
331,281
332,336
333,282
334,323
335,351
336,389
337,320
338,307
339,355
340,295
341,336
342,342
343,300
344,323
345,306
346,353
347,302
348,325
349,330
350,282
351,335
352,307
353,291
354,289
355,299
356,236
357,527
358,252
359,263
360,318
361,353
362,288
363,243
364,295
365,248
366,303
367,274
368,329
369,285
370,306
371,334
372,268
373,324
374,288
375,352
376,312
377,325
378,273
379,331
380,445
381,273
382,338
383,298
384,313
385,381
386,390
387,306
388,319
389,272
390,288
391,328
392,273
393,317
394,331
395,287
396,281
397,325
398,274
399,315
400,317
401,269
402,298
403,300
404,343
405,326
406,285
407,337
408,465
409,340
410,299
411,394
412,360
413,291
414,314
415,255
416,286
417,314
418,264
419,324
420,305
421,278
422,327
423,275
424,268
425,323
426,307
427,279
428,316
429,351
430,277
431,331
432,289
433,473
434,306
435,308
436,344
437,303
438,365
439,375
440,322
441,327
442,280
443,269
444,311
445,271
446,328
447,286
448,281
