0,313
1,318
2,305
3,320
4,313
5,313
6,324
7,320
8,307
9,312
10,540
11,313
12,313
13,305
14,328
15,340
16,373
17,367
18,309
19,300
20,286
21,292
22,312
23,310
24,304
25,294
26,299
27,302
28,311
29,300
30,342
31,330
32,311
33,319
34,388
35,334
36,326
37,347
38,344
39,368
40,389
41,358
42,332
43,327
44,319
45,328
46,309
47,325
48,322
49,312
50,317
51,322
52,332
53,319
54,326
55,359
56,323
57,320
58,327
59,357
60,388
61,326
62,330
63,342
64,369
65,368
66,364
67,314
68,289
69,311
70,318
71,311
72,321
73,320
74,309
75,327
76,313
77,313
78,323
79,319
80,318
81,310
82,301
83,566
84,322
85,335
86,342
87,360
88,376
89,317
90,296
91,294
92,311
93,308
94,320
95,308
96,308
97,317
98,310
99,314
100,333
101,323
102,330
103,321
104,321
105,326
106,438
107,319
108,312
109,311
110,329
111,322
112,365
113,358
114,306
115,293
116,307
117,296
118,302
119,322
120,310
121,311
122,326
123,315
124,321
125,333
126,322
127,336
128,331
129,349
130,334
131,340
132,314
133,604
134,337
135,345
136,343
137,368
138,382
139,339
140,309
141,309
142,315
143,320
144,315
145,330
146,320
147,326
148,353
149,315
150,318
151,379
152,354
153,317
154,316
155,330
156,323
157,342
158,363
159,302
160,296
161,308
162,296
163,316
164,318
165,312
166,313
167,332
168,314
169,329
170,330
171,318
172,339
173,330
174,348
175,351
176,326
177,312
178,512
179,311
180,308
181,319
182,373
183,335
184,291
185,301
186,286
187,307
188,294
189,313
190,306
191,319
192,312
193,315
194,327
195,331
196,328
197,340
198,328
199,364
200,328
201,325
202,330
203,314
204,562
205,332
206,318
207,339
208,357
209,366
210,379
211,321
212,289
213,301
214,285
215,295
216,315
217,305
218,299
219,315
220,300
221,312
222,318
223,318
224,324
225,319
226,304
227,311
228,424
229,292
230,308
231,356
232,381
233,344
234,305
235,297
236,294
237,313
238,320
239,307
240,316
241,323
242,315
243,329
244,320
245,338
246,325
247,332
248,335
249,333
250,350
251,347
252,319
253,318
254,315
255,576
256,314
257,306
258,377
259,365
260,335
261,303
262,297
263,300
264,318
265,304
266,317
267,319
268,305
269,312
270,331
271,323
272,330
273,322
274,337
275,344
276,350
277,325
278,295
279,329
280,326
281,320
282,340
283,338
284,363
285,387
286,310
287,297
288,288
289,304
290,297
291,301
292,290
293,300
294,301
295,290
296,298
297,315
298,297
299,309
300,333
301,319
302,316
303,309
304,297
305,309
306,318
307,311
308,333
309,340
310,355
311,305
312,304
313,290
314,310
315,307
316,305
317,322
318,308
319,307
320,324
321,315
322,330
323,319
324,320
325,330
326,335
327,351
328,317
329,376
330,373
331,303
332,314
333,315
334,343
335,368
336,369
337,305
338,305
339,306
340,302
341,317
342,329
343,316
344,320
345,306
346,325
347,323
348,320
349,334
350,319
351,326
352,338
353,329
354,316
355,329
356,412
357,296
358,323
359,304
360,321
361,361
362,362
363,348
364,303
365,276
366,294
367,295
368,290
369,302
370,303
371,322
372,520
373,334
374,311
375,337
376,368
377,375
378,322
379,297
380,315
381,306
382,315
383,328
384,335
385,321
386,328
387,333
388,322
389,335
390,333
391,327
392,363
393,327
394,328
395,372
396,368
397,319
398,301
399,322
400,321
401,330
402,366
403,363
404,318
405,289
406,303
407,304
408,298
409,316
410,316
411,308
412,319
413,312
414,331
415,319
416,325
417,339
418,336
419,322
420,370
421,378
422,322
423,330
424,323
425,357
426,363
427,313
428,305
429,294
430,303
431,313
432,315
433,308
434,306
435,320
436,307
437,321
438,308
439,333
440,332
441,306
442,321
443,312
444,455
445,310
446,329
447,333
448,338
449,363
450,369
451,387
452,367
453,308
454,301
455,319
456,307
457,311
458,321
459,302
460,316
461,305
462,322
463,315
464,328
465,328
466,344
467,324
468,312
469,326
470,306
471,307
472,321
473,335
474,335
475,373
476,379
477,299
478,311
479,328
480,319
481,313
482,326
483,320
484,328
485,316
486,333
487,340
488,340
489,345
490,335
491,491
492,315
493,321
494,336
495,333
496,364
497,378
498,332
499,305
500,285
501,297
502,310
503,318
504,306
505,327
506,321
507,323
508,338
509,333
510,339
511,342
512,315
513,317
514,324
515,554
516,324
517,313
518,334
519,339
520,379
521,372
522,333
523,309
524,308
525,310
526,322
527,308
528,310
529,316
530,300
531,314
532,323
533,315
534,318
535,324
536,325
537,272
538,269
539,217
540,202
541,350
542,122
543,448
544,650
545,658
546,660
547,659
548,660
549,654
550,423
551,498
552,633
